Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HIVE-12656,12921235,Turn hive.compute.query.using.stats on by default,pxiong,pxiong,Major,Resolved,Fixed,11/Dec/15 19:18,21/Jul/17 17:45,
Bug,HIVE-13887,12973768,"LazySimpleSerDe should parse ""NULL"" dates faster",gopalv,gopalv,Major,Resolved,Fixed,29/May/16 05:34,21/Jul/17 17:45,
Bug,HIVE-14798,13006197,MSCK REPAIR TABLE throws null pointer exception,,alunarbeach,Major,Resolved,Fixed,20/Sep/16 14:30,14/Apr/17 18:42,
Bug,HIVE-16274,13058017,Support tuning of NDV of columns using lower/upper bounds,pxiong,pxiong,Major,Resolved,Fixed,21/Mar/17 22:00,26/Mar/17 07:53,
Bug,HIVE-14698,13002442,Metastore: Datanucleus MSSQLServerAdapter generates incorrect syntax for OFFSET-FETCH clause,vgumashta,vgumashta,Major,Resolved,Won't Fix,02/Sep/16 18:56,06/Mar/17 22:36,
Bug,HIVE-15285,13023342,err info for itests mvn building is not correct,ferhui,ferhui,Major,Resolved,Duplicate,25/Nov/16 09:27,03/Feb/17 08:56,
Bug,HIVE-15498,13030191,sum() over (order by c) should default the windowing spec to RangeBoundarySpec,,aihuaxu,Major,Resolved,Not A Problem,22/Dec/16 17:18,29/Dec/16 01:31,
Bug,HIVE-15443,13028569,"There is a table stored as orc format, it contains a column with the type of array<string>.When each cell of this column contains tens of strings, the queries reported ArrayIndexOutOfBoundsException.",,mortalee,Major,Resolved,Duplicate,16/Dec/16 03:32,16/Dec/16 21:36,
Bug,HIVE-15050,13015001,Webhcat fails to start with Syslog appender,,BigDataOrange,Major,Resolved,Fixed,25/Oct/16 07:55,12/Dec/16 10:29,
Bug,HIVE-15175,13019761,NOT IN condition is not handled correctly with predicate push down,,tzenmyo,Major,Resolved,Duplicate,10/Nov/16 07:56,11/Nov/16 05:18,
Bug,HIVE-15158,13019267,Partition Table With timestamp type on S3 storage --> Error in getting fields from serde.Invalid Field null,,damdr,Major,Resolved,Duplicate,08/Nov/16 16:54,09/Nov/16 09:00,
Bug,HIVE-13284,12950099,Make ORC Reader resilient to 0 length files,prasanth_j,prasanth_j,Major,Resolved,Fixed,14/Mar/16 22:54,07/Oct/16 02:56,
Bug,HIVE-14258,12990010,Reduce task timed out because CommonJoinOperator.genUniqueJoinObject took too long to finish without reporting progress,zxu,zxu,Major,Resolved,Fixed,16/Jul/16 05:06,21/Jul/16 08:51,
Bug,HIVE-13871,12973270,Tez exec summary does not get the HIVE counters right,,gopalv,Major,Resolved,Duplicate,27/May/16 02:01,14/Jul/16 23:11,
Bug,HIVE-13914,12974997,Changing a column of orc table from float to double adds some fractional digits,,taksaito,Major,Resolved,Not A Problem,02/Jun/16 00:40,10/Jun/16 03:13,
Bug,HIVE-13109,12940743,NPE: Fix NDV estimator use within the StatsOptimizer,gopalv,gopalv,Major,Resolved,Done,20/Feb/16 04:39,02/Jun/16 10:11,
Bug,HIVE-13245,12948495,VectorDeserializeRow throws IndexOutOfBoundsException,,prasanth_j,Major,Resolved,Duplicate,09/Mar/16 19:07,24/May/16 15:54,
Bug,HIVE-13256,12948638,LLAP: RowGroup counter is wrong,prasanth_j,prasanth_j,Major,Resolved,Duplicate,10/Mar/16 02:35,24/May/16 15:54,
Bug,HIVE-13702,12965462,TestHiveSessionImpl fails on master,vgumashta,ashutoshc,Major,Resolved,Duplicate,06/May/16 01:10,24/May/16 15:49,
Bug,HIVE-13777,12970541,NPE is thrown when select table after change column from string to decimal,,taksaito,Major,Resolved,Cannot Reproduce,17/May/16 21:18,24/May/16 15:49,
Bug,HIVE-13600,12962075,LLAP: Web service selector channel thread is getting completely blocked,,prasanth_j,Major,Resolved,Invalid,24/Apr/16 05:30,24/Apr/16 05:49,
Bug,HIVE-13190,12945911,Vectorization: Dummy table row-limits get multiplied 100x accidentally,mmccline,gopalv,Major,Resolved,Duplicate,01/Mar/16 19:01,19/Mar/16 00:43,
Bug,HIVE-12881,12931573,Count() function over partitions doesn't work properly with ORDER BY ,,aihuaxu,Major,Resolved,Not A Problem,15/Jan/16 20:59,15/Jan/16 21:46,
Bug,HIVE-19250,13153803,Schema column definitions inconsistencies in MySQL,ngangam,ngangam,Minor,Resolved,Fixed,19/Apr/18 18:51,22/Mar/22 08:57,
Bug,HIVE-15155,13019201,Change Hive version shortname to 2.2.0,jcamachorodriguez,jcamachorodriguez,Minor,Resolved,Fixed,08/Nov/16 13:02,21/Jul/17 18:26,
Bug,HIVE-14960,13012382,Improve the stability of TestNotificationListener,kuczoram,kuczoram,Minor,Resolved,Fixed,14/Oct/16 15:16,21/Jul/17 18:12,
Bug,HIVE-14839,13007433,Improve the stability of TestSessionManagerMetrics,kuczoram,kuczoram,Minor,Resolved,Fixed,25/Sep/16 12:07,21/Jul/17 18:12,
Bug,HIVE-14254,12989945,"Correct the hive version by changing ""svn"" to ""git""",taoli-hwx,taoli-hwx,Minor,Resolved,Fixed,15/Jul/16 21:05,21/Jul/17 17:55,
Bug,HIVE-14141,12985899,Fix for HIVE-14062 breaks indirect urls in beeline,vihangk1,vihangk1,Minor,Resolved,Fixed,30/Jun/16 21:45,21/Jul/17 17:55,
Bug,HIVE-14115,12984253,Custom FetchFormatter is not supported,ryu_kobayashi,ryu_kobayashi,Minor,Resolved,Fixed,28/Jun/16 05:52,21/Jul/17 17:55,
Bug,HIVE-15531,13031651,Hive breaks Hadoop commons logging with log4j2,dhiraj.kumar,dhiraj.kumar,Minor,Resolved,Won't Fix,03/Jan/17 12:44,18/Jan/17 01:03,
Bug,HIVE-12980,12935847,MetaStoreDirectSql determineDbType detects MS SQL as DB.OTHER,kiran.kolli,kiran.kolli,Minor,Resolved,Invalid,02/Feb/16 04:40,02/Jun/16 17:27,
Bug,HIVE-13889,12973783,HiveServer2 shows stack trace when parsing invalid inputs,,Takuma,Trivial,Resolved,Duplicate,29/May/16 08:24,01/Jun/16 01:05,
Bug,HIVE-19202,13152242,CBO failed due to NullPointerException in HiveAggregate.isBucketedInput(),qunyan,qunyan,Critical,Resolved,Fixed,13/Apr/18 10:09,22/Mar/22 08:57,
Bug,HIVE-20172,13172109,StatsUpdater failed with GSS Exception while trying to connect to remote metastore,Rajkumar Singh,Rajkumar Singh,Major,Resolved,Fixed,13/Jul/18 19:39,22/Mar/22 08:57,
Bug,HIVE-20331,13177461,"Query with union all, lateral view and Join fails with ""cannot find parent in the child operator""",aihuaxu,aihuaxu,Major,Resolved,Fixed,07/Aug/18 17:29,22/Mar/22 08:57,
Bug,HIVE-21111,13208474,ConditionalTask cannot be cast to MapRedTask,qunyan,qunyan,Major,Resolved,Fixed,09/Jan/19 06:11,22/Mar/22 08:57,
Bug,HIVE-19388,13156712,ClassCastException during VectorMapJoinCommonOperator initialization,vihangk1,vihangk1,Major,Resolved,Fixed,02/May/18 21:46,22/Mar/22 08:56,
Bug,HIVE-25968,13429843,cast(double as bigint) may cause an error return,Ping Xu,Ping Xu,Major,Resolved,Duplicate,22/Feb/22 07:24,24/Feb/22 03:53,
Bug,HIVE-23489,13305569,dynamic partition failed use insert overwrite,robbiezhang,shining,Major,Resolved,Resolved,18/May/20 02:49,05/Jun/21 06:08,
Bug,HIVE-16480,13065151,ORC file with empty array<double> and array<float> fails to read,omalley,dcapwell,Major,Resolved,Fixed,19/Apr/17 16:38,24/Jun/20 00:27,
Bug,HIVE-22664,13275654, Error while waiting for Remote Spark Driver to connect back to HiveServer2,,majia,Major,Resolved,Not A Bug,20/Dec/19 04:55,21/Dec/19 14:43,
Bug,HIVE-20843,13195275,RELY constraints on primary keys and foreign keys are not recognized,anuragmantri,anuragmantri,Major,Resolved,Duplicate,31/Oct/18 00:29,05/Dec/19 14:46,
Bug,HIVE-21185,13212741,insert overwrite directory ... stored as nontextfile raise exception with merge files open,,lfyzjck,Major,Resolved,Duplicate,30/Jan/19 07:45,09/Apr/19 06:54,
Bug,HIVE-20756,13192009,Disable SARG leaf creation for date column until ORC-135,chiran54321,chiran54321,Major,Resolved,Fixed,16/Oct/18 18:27,18/Oct/18 20:37,
Bug,HIVE-15811,13040298,Disable SARG leaf creation for timestamp column until ORC-135,prasanth_j,prasanth_j,Major,Resolved,Won't Fix,04/Feb/17 02:14,16/Oct/18 18:27,
Bug,HIVE-19101,13149919,Apply rule [HiveJoinPushTransitivePredicatesRule] is getting stuck when there are huge number of predicates ,,ganeshas,Major,Resolved,Duplicate,04/Apr/18 07:24,18/May/18 09:04,
Bug,HIVE-16074,13047230,Parser can not deal with complex sql,pxiong,jinzheng,Major,Resolved,Fixed,01/Mar/17 08:51,07/Mar/18 09:44,
Bug,HIVE-18829,13141661,Inputs/Outputs are not propagated to SA hooks for explain commands. ,ngangam,ngangam,Major,Resolved,Duplicate,28/Feb/18 23:20,28/Feb/18 23:52,
Bug,HIVE-18234,13123158,Hive MergeFileTask doesn't work correctly,aihuaxu,hengyu.dai,Major,Resolved,Not A Bug,06/Dec/17 10:41,07/Dec/17 02:41,06/Dec/17 00:00
Bug,HIVE-14346,12992728,Change the default value for hive.mapred.mode to null,csun,csun,Major,Resolved,Fixed,26/Jul/16 21:18,22/Sep/17 13:39,
Bug,HIVE-17501,13101277,Hive should allow default Tez sessions to be skipped,,thai.bui,Major,Resolved,Duplicate,11/Sep/17 14:17,11/Sep/17 14:23,
Bug,HIVE-17469,13100313,The HiveMetaStoreClient should randomize the connection to HMS HA,,spena,Major,Resolved,Invalid,06/Sep/17 22:08,06/Sep/17 22:20,
Bug,HIVE-16106,13048161,Upgrade to Datanucleus 4.2.12,vgumashta,vgumashta,Major,Resolved,Fixed,03/Mar/17 20:17,21/Jul/17 18:46,
Bug,HIVE-15859,13041660,HoS: Write RPC messages in event loop,lirui,KaiXu,Major,Resolved,Fixed,09/Feb/17 10:43,21/Jul/17 18:36,
Bug,HIVE-15867,13041866,Add blobstore tests for import/export,juanrh,poeppt,Major,Resolved,Fixed,09/Feb/17 22:31,21/Jul/17 18:36,
Bug,HIVE-15778,13039383,DROP INDEX (non-existent) throws NPE when using DbNotificationListener ,vamsee,vamsee,Major,Resolved,Fixed,01/Feb/17 04:20,21/Jul/17 18:36,
Bug,HIVE-15386,13026573,Expose Spark task counts and stage Ids information in SparkTask from SparkJobMonitor,zxu,zxu,Major,Resolved,Fixed,08/Dec/16 05:54,21/Jul/17 18:26,
Bug,HIVE-16872,13078721,Vectorization: Support avg() UDAF in complete mode ,,gopalv,Major,Resolved,Duplicate,09/Jun/17 18:51,09/Jun/17 20:20,
Bug,HIVE-16768,13075099,NOT operator returns NULL from result of <=>,ferhui,sterligovak,Major,Resolved,Duplicate,26/May/17 07:51,05/Jun/17 15:05,
Bug,HIVE-15922,13043108,SchemaEvolution must guarantee that getFileIncluded is not null,omalley,omalley,Major,Resolved,Invalid,14/Feb/17 22:50,14/Feb/17 23:13,
Bug,HIVE-15585,13033774,LLAP failed to start on a host with only 1 cp,amagyar,amagyar,Major,Resolved,Duplicate,11/Jan/17 16:23,07/Feb/17 15:22,
Bug,HIVE-14884,13009556,Test result cleanup before 2.1.1 release,jcamachorodriguez,pvary,Major,Resolved,Fixed,04/Oct/16 13:54,13/Jan/17 11:28,
Bug,HIVE-25262,13384341,Hive lineage dir does not have any log？,,roamer,Minor,Resolved,Auto Closed,17/Jun/21 11:40,28/May/22 10:30,17/Jun/21 00:00
Bug,HIVE-21081,13207343,DATE_FORMAT incorrectly returns results on the last week of the calendar year,,WilsonLu,Minor,Resolved,Not A Problem,02/Jan/19 19:59,12/Feb/19 04:42,
Bug,HIVE-16155,13049580,No need for ConditionalTask if no conditional map join is created,lirui,lirui,Minor,Resolved,Fixed,09/Mar/17 11:37,21/Jul/17 18:45,
Bug,HIVE-15746,13038569,Fix default delimiter2 in str_to_map UDF or in method description,apivovarov,apivovarov,Trivial,Resolved,Fixed,27/Jan/17 22:52,24/Jun/20 00:28,
Bug,HIVE-15679,13036501,"Some metastore metrics always contains column=null (write_column_statistics, write_partition_column_statistics)",pvary,pvary,Trivial,Resolved,Fixed,20/Jan/17 10:33,21/Jul/17 18:36,
Bug,HIVE-15037,13014527,Figure out whether the SCSL 3.0 license is acceptable,gates,gates,Blocker,Resolved,Invalid,22/Oct/16 22:41,17/Apr/17 23:44,
Bug,HIVE-16165,13049825,use database broken on master,,sseth,Blocker,Resolved,Invalid,10/Mar/17 00:46,10/Mar/17 00:58,
Bug,HIVE-15186,13020239,CBO: use database triggers CBO planner & NPEs,,gopalv,Blocker,Resolved,Invalid,12/Nov/16 02:29,14/Nov/16 10:29,
Bug,HIVE-14981,13012646,Eliminate unnecessary MapJoin restriction in HIVE-11394,mmccline,mmccline,Critical,Resolved,Incomplete,15/Oct/16 23:18,22/May/18 21:12,
Bug,HIVE-15634,13035171,Hive/Druid integration: Timestamp column inconsistent w/o Fetch optimization,bslim,jcamachorodriguez,Critical,Resolved,Not A Problem,16/Jan/17 09:57,26/Oct/17 23:14,
Bug,HIVE-15024,13013782,LLAP: ClassCastException: org.apache.hadoop.hive.common.io.DiskRangeList cannot be cast to org.apache.orc.impl.BufferChunk,sershe,gopalv,Critical,Resolved,Done,20/Oct/16 08:03,26/Jul/17 15:14,
Bug,HIVE-16180,13050193,LLAP: Native memory leak in EncodedReader,sershe,prasanth_j,Critical,Resolved,Fixed,11/Mar/17 00:39,21/Jul/17 18:46,
Bug,HIVE-15754,13038985,exchange partition is not generating notifications,vaidyand,vaidyand,Critical,Resolved,Fixed,30/Jan/17 19:42,21/Jul/17 18:36,
Bug,HIVE-15361,13025696,INSERT dynamic partition on S3 fails with a MoveTask failure,spena,spena,Critical,Resolved,Fixed,05/Dec/16 18:24,21/Jul/17 18:26,
Bug,HIVE-14567,12998084,"After enabling Hive Parquet Vectorization, POWER_TEST of query24 in TPCx-BB(BigBench) failed with 1TB scale factor, but successful with 3TB scale factor",,KaiXu,Critical,Resolved,Later,18/Aug/16 01:44,18/Aug/16 04:47,
Bug,HIVE-14516,12996456,OrcInputFormat.SplitGenerator.callInternal() can be optimized,ikryvenko,ekoifman,Major,Resolved,Fixed,10/Aug/16 23:37,22/Mar/22 08:59,
Bug,HIVE-19948,13167029,HiveCli is not splitting the command by semicolon properly if quotes are inside the string ,aihuaxu,aihuaxu,Major,Resolved,Fixed,19/Jun/18 23:38,22/Mar/22 08:57,
Bug,HIVE-20303,13176638,INSERT OVERWRITE TABLE db.table PARTITION (...) IF NOT EXISTS throws InvalidTableException,zabetak,xhmz,Major,Resolved,Fixed,03/Aug/18 07:36,22/Mar/22 08:56,
Bug,HIVE-24569,13347781,LLAP daemon leaks file descriptors/log4j appenders,zabetak,zabetak,Major,Resolved,Fixed,24/Dec/20 18:14,22/Mar/22 08:53,
Bug,HIVE-22247,13259051,HiveHFileOutputFormat throws FileNotFoundException when partition's task output empty,ayushtkn,xiepengjie,Major,Resolved,Fixed,26/Sep/19 13:13,08/Sep/21 11:15,
Bug,HIVE-15855,13041561,throws NPE when using Hplsql UDF,ferhui,ferhui,Major,Resolved,Fixed,09/Feb/17 01:56,01/Oct/19 22:07,
Bug,HIVE-15849,13041360,hplsql should add enterGlobalScope func to UDF,ferhui,ferhui,Major,Resolved,Fixed,08/Feb/17 12:05,01/Oct/19 22:07,
Bug,HIVE-14109,12984051,query execuction throws NPE when hive.exec.submitviachild is set to true,aihuaxu,aihuaxu,Major,Resolved,Fixed,27/Jun/16 21:26,14/Nov/18 17:00,
Bug,HIVE-15218,13021016,Kyro Exception on subsequent run of a query in LLAP mode,prasanth_j,ndembla,Major,Resolved,Not A Problem,16/Nov/16 02:30,09/Mar/18 22:36,
Bug,HIVE-14007,12978446,Replace ORC module with ORC release,omalley,omalley,Major,Resolved,Fixed,13/Jun/16 21:39,04/Feb/18 19:05,
Bug,HIVE-15209,13020866,Set hive.strict.checks.cartesian.product to false by default,jcamachorodriguez,jcamachorodriguez,Major,Resolved,Won't Fix,15/Nov/16 17:41,05/Jan/18 19:55,
Bug,HIVE-15102,13016925,Hiveptest is killing nodes where IP is reused after previous node termination,spena,spena,Major,Resolved,Duplicate,01/Nov/16 15:32,04/Jan/18 16:34,
Bug,HIVE-14146,12986175,"Column comments with ""\n"" character ""corrupts"" table metadata",pvary,pvary,Major,Resolved,Fixed,01/Jul/16 13:22,02/Jan/18 09:39,
Bug,HIVE-17574,13104033,Avoid multiple copies of HDFS-based jars when localizing job-jars,cdrome,mithun,Major,Resolved,Fixed,21/Sep/17 17:37,04/Nov/17 03:54,
Bug,HIVE-17791,13109018,Temp dirs under the staging directory should honour `inheritPerms`,cdrome,mithun,Major,Resolved,Fixed,12/Oct/17 18:52,26/Oct/17 22:00,
Bug,HIVE-15686,13036717,Partitions on Remote HDFS break encryption-zone checks,mithun,mithun,Major,Resolved,Fixed,20/Jan/17 22:29,17/Aug/17 00:37,
Bug,HIVE-14013,12979086,Describe table doesn't show unicode properly,aihuaxu,aihuaxu,Major,Resolved,Fixed,14/Jun/16 19:06,08/Aug/17 21:07,
Bug,HIVE-14343,12992684,HiveDriverRunHookContext's command is null in HS2 mode,csun,csun,Major,Resolved,Fixed,26/Jul/16 18:33,02/Aug/17 23:46,
Bug,HIVE-15863,13041703,"Calendar inside DATE, TIME and TIMESTAMP literals for Calcite should have UTC timezone",jcamachorodriguez,jcamachorodriguez,Major,Resolved,Duplicate,09/Feb/17 13:31,27/Jul/17 18:25,
Bug,HIVE-15807,13040220,MSCK operation hangs in HiveMetaStoreChecker.checkPartitionDirs,pxiong,pattipaka,Major,Resolved,Duplicate,03/Feb/17 19:56,26/Jul/17 15:14,
Bug,HIVE-15648,13035517,Hive throws compilation error due to $powermock.version not being present in root pom,vgumashta,vgumashta,Major,Resolved,Invalid,17/Jan/17 12:11,26/Jul/17 15:14,
Bug,HIVE-16054,13046869,AMReporter should use application token instead of ugi.getCurrentUser,prasanth_j,rajesh.balamohan,Major,Resolved,Fixed,28/Feb/17 05:33,21/Jul/17 18:46,
Bug,HIVE-16109,13048215,TestDbTxnManager generates a huge hive.log,vihangk1,vihangk1,Major,Resolved,Fixed,03/Mar/17 23:49,21/Jul/17 18:46,
Bug,HIVE-16070,13047172,fix nonReserved list in IdentifiersParser.g,ekoifman,ekoifman,Major,Resolved,Fixed,01/Mar/17 03:01,21/Jul/17 18:46,
Bug,HIVE-16103,13048150,LLAP: Scheduler timeout monitor never stops with slot nodes,prasanth_j,prasanth_j,Major,Resolved,Fixed,03/Mar/17 19:39,21/Jul/17 18:46,
Bug,HIVE-16072,13047182,LLAP: Add some additional jvm metrics for hadoop-metrics2 ,prasanth_j,prasanth_j,Major,Resolved,Fixed,01/Mar/17 03:52,21/Jul/17 18:46,
Bug,HIVE-16150,13049418,LLAP: HiveInputFormat:getRecordReader: Fix log statements to reduce memory pressure,prasanth_j,rajesh.balamohan,Major,Resolved,Fixed,08/Mar/17 22:34,21/Jul/17 18:46,
Bug,HIVE-16024,13045642,MSCK Repair Requires nonstrict hive.mapred.mode,zsombor.klara,zsombor.klara,Major,Resolved,Fixed,23/Feb/17 15:09,21/Jul/17 18:46,
Bug,HIVE-16190,13055736,Support expression in merge statement,pxiong,pxiong,Major,Resolved,Fixed,13/Mar/17 21:45,21/Jul/17 18:46,
Bug,HIVE-16187,13050534,Flaky Tests:TestHostAffinitySplitLocationProvider#testConsistentHashingFallback usually timed out,ferhui,ferhui,Major,Resolved,Fixed,13/Mar/17 11:46,21/Jul/17 18:45,
Bug,HIVE-16043,13046536,TezConfiguration.TEZ_QUEUE_NAME instead of tez.queue.name,ferhui,ferhui,Major,Resolved,Fixed,27/Feb/17 04:33,21/Jul/17 18:45,
Bug,HIVE-15644,13035365,Collect LLAP's JVM metrics via Hive's JvmPauseMonitor,wzheng,wzheng,Major,Resolved,Fixed,17/Jan/17 00:10,21/Jul/17 18:36,
Bug,HIVE-15576,13033555,Fix bug in QTestUtil where lines after a partial mask will not be masked,poeppt,poeppt,Major,Resolved,Fixed,10/Jan/17 23:53,21/Jul/17 18:36,
Bug,HIVE-15847,13041273,In Progress update refreshes seem slow,anishek,anishek,Major,Resolved,Fixed,08/Feb/17 05:06,21/Jul/17 18:36,
Bug,HIVE-15782,13039554,query on parquet table returns incorrect result when hive.optimize.index.filter is set to true ,aihuaxu,aihuaxu,Major,Resolved,Fixed,01/Feb/17 18:46,21/Jul/17 18:36,
Bug,HIVE-15934,13043428,Downgrade Maven surefire plugin from 2.19.1 to 2.18.1,wzheng,wzheng,Major,Resolved,Fixed,16/Feb/17 00:26,21/Jul/17 18:35,
Bug,HIVE-15421,13027613,Assumption in exception handling can be wrong in DagUtils.localizeResource,wzheng,wzheng,Major,Resolved,Fixed,12/Dec/16 22:24,21/Jul/17 18:26,
Bug,HIVE-15362,13025778,Add the missing fields for 2.2.0 upgrade scripts,wzheng,wzheng,Major,Resolved,Fixed,05/Dec/16 22:49,21/Jul/17 18:26,
Bug,HIVE-15378,13026290,clean up HADOOP_USER_CLASSPATH_FIRST in bin scripts,ferhui,ferhui,Major,Resolved,Fixed,07/Dec/16 08:55,21/Jul/17 18:26,
Bug,HIVE-15407,13026936,"add distcp to classpath by default, because hive depends on it. ",ferhui,ferhui,Major,Resolved,Fixed,09/Dec/16 09:58,21/Jul/17 18:26,
Bug,HIVE-15282,13023144,Different modification times are used when an index is built and when its staleness is checked,kuczoram,kuczoram,Major,Resolved,Fixed,24/Nov/16 10:15,21/Jul/17 18:26,
Bug,HIVE-15484,13029673,Fix PerfCliDriver test failures in master,jcamachorodriguez,prasanth_j,Major,Resolved,Fixed,21/Dec/16 08:56,21/Jul/17 18:26,
Bug,HIVE-15266,13022598,Edit test output of negative blobstore tests to match HIVE-15226,poeppt,poeppt,Major,Resolved,Fixed,22/Nov/16 19:29,21/Jul/17 18:26,
Bug,HIVE-15275,13022970,"""beeline -f <file>"" will throw NPE ",aihuaxu,aihuaxu,Major,Resolved,Fixed,23/Nov/16 18:38,21/Jul/17 18:26,
Bug,HIVE-15233,13021574,UDF UUID() should be non-deterministic,csun,csun,Major,Resolved,Fixed,17/Nov/16 19:54,21/Jul/17 18:26,
Bug,HIVE-14991,13012990,JDBC result set iterator has useless DEBUG log,prasanth_j,prasanth_j,Major,Resolved,Fixed,17/Oct/16 21:03,21/Jul/17 18:12,
Bug,HIVE-14647,13000167,Typo fixes in Beeline help,mbalassi,mbalassi,Major,Resolved,Fixed,25/Aug/16 20:51,21/Jul/17 18:12,
Bug,HIVE-14727,13003792,llap-server may case file descriptor leak in BuddyAllocator class,chenyechao,chenyechao,Major,Resolved,Fixed,09/Sep/16 09:04,21/Jul/17 18:12,
Bug,HIVE-14707,13002985,ACID: Insert shuffle sort-merges on blank KEY,ekoifman,gopalv,Major,Resolved,Fixed,06/Sep/16 17:29,21/Jul/17 18:12,
Bug,HIVE-14135,12985533,beeline output not formatted correctly for large column widths,vihangk1,vihangk1,Major,Resolved,Fixed,29/Jun/16 23:59,21/Jul/17 17:55,
Bug,HIVE-14142,12986040,java.lang.ClassNotFoundException for the jar in hive.reloadable.aux.jars.path for Hive on Spark,aihuaxu,aihuaxu,Major,Resolved,Fixed,01/Jul/16 02:27,21/Jul/17 17:55,
Bug,HIVE-14054,12980359,TestHiveMetaStoreChecker fails on master ,pxiong,ashutoshc,Major,Resolved,Fixed,18/Jun/16 00:48,21/Jul/17 17:55,
Bug,HIVE-14384,12993609,CBO: Decimal constant folding is failing,jcamachorodriguez,gopalv,Major,Resolved,Fixed,29/Jul/16 18:20,21/Jul/17 17:55,
Bug,HIVE-14155,12986426,Vectorization: Custom UDF Vectorization annotations are ignored,gopalv,gopalv,Major,Resolved,Fixed,02/Jul/16 18:25,21/Jul/17 17:55,
Bug,HIVE-13900,12974261,HiveStatement.executeAsync() may not work properly when hive.server2.async.exec.async.compile is turned on,aihuaxu,aihuaxu,Major,Resolved,Fixed,31/May/16 15:42,21/Jul/17 17:45,
Bug,HIVE-13540,12959800,Casts to numeric types don't seem to work in hplsql,dmtolpeko,cartershanklin,Major,Resolved,Fixed,18/Apr/16 21:58,21/Jul/17 17:45,
Bug,HIVE-15924,13043112,move ORC PPD failure message caused by a dynamic value to DEBUG level,prasanth_j,sershe,Major,Resolved,Won't Fix,14/Feb/17 23:18,02/Mar/17 22:28,
Bug,HIVE-15960,13043849,LLAP: Known app masters should be cleaned on queryComplete,prasanth_j,prasanth_j,Major,Resolved,Duplicate,17/Feb/17 03:46,22/Feb/17 19:32,
Bug,HIVE-15314,13024321,ThriftCLIService should LOG.error rather than LOG.warn when Exception occurs,ferhui,ferhui,Major,Resolved,Invalid,30/Nov/16 05:46,03/Feb/17 08:55,
Bug,HIVE-15667,13036246,TestBlobstoreCliDriver tests are failing due to output differences,spena,spena,Major,Resolved,Duplicate,19/Jan/17 15:52,25/Jan/17 16:04,
Bug,HIVE-15659,13035941,StackOverflowError when ClassLoader.loadClass for Spark,,csun,Major,Resolved,Invalid,18/Jan/17 17:56,19/Jan/17 16:43,
Bug,HIVE-15654,13035757,TezJobMonitor is not writing some headers to log file,prasanth_j,sershe,Major,Resolved,Won't Fix,18/Jan/17 03:00,18/Jan/17 19:36,
Bug,HIVE-15418,13027468,"""select 'abc'"" will throw 'Cannot find path in conf'",,aihuaxu,Major,Resolved,Cannot Reproduce,12/Dec/16 14:43,12/Dec/16 22:35,
Bug,HIVE-15318,13024455,"Query ""insert into table values()"" creates the tmp table under the current database",,aihuaxu,Major,Resolved,Duplicate,30/Nov/16 14:19,30/Nov/16 22:15,
Bug,HIVE-15214,13020964,"LLAP: Offer a ""slow"" mode to debug race conditions in package builder ",gopalv,gopalv,Major,Resolved,Duplicate,15/Nov/16 23:01,15/Nov/16 23:12,
Bug,HIVE-14975,13012530,Flaky Test: TestBeelineArgParsing.testAddLocalJarWithoutAddDriverClazz,,gopalv,Major,Resolved,Duplicate,15/Oct/16 06:19,09/Nov/16 19:45,
Bug,HIVE-14869,13008973,Make ORC Reader resilient to 0 length files,prasanth_j,prasanth_j,Major,Resolved,Invalid,30/Sep/16 20:27,30/Sep/16 20:28,
Bug,HIVE-14528,12996845,"After enabling Hive Parquet Vectorization, many queries in TPCx-BB(BigBench)  failed with NullPointerException and IllegalArgumentException",,KaiXu,Major,Resolved,Later,12/Aug/16 05:47,18/Aug/16 04:48,
Bug,HIVE-14061,12981088,Add unit test for kerberos support in Hive streaming,wzheng,wzheng,Major,Resolved,Won't Fix,20/Jun/16 21:26,16/Aug/16 23:47,
Bug,HIVE-14283,12990854,Beeline tests are broken,vihangk1,vihangk1,Major,Resolved,Not A Bug,19/Jul/16 18:25,19/Jul/16 20:00,
Bug,HIVE-14127,12985093,Hive on spark fails to find the plugged serde jar during runtime,,aihuaxu,Major,Resolved,Cannot Reproduce,29/Jun/16 18:18,30/Jun/16 13:11,
Bug,HIVE-14066,12981132,LLAP: Orc encoded data reader should support complex types,prasanth_j,sershe,Major,Resolved,Duplicate,20/Jun/16 23:17,21/Jun/16 01:07,
Bug,HIVE-13967,12976653,CREATE table fails when 'values' column name is found on the table spec.,ayousufi,spena,Major,Resolved,Not A Problem,07/Jun/16 22:52,08/Jun/16 18:08,
Bug,HIVE-17770,13108458,"HCatalog documentation for Pig type-mapping incorrect for ""bag"" types",cdrome,mithun,Minor,Resolved,Fixed,10/Oct/17 23:53,10/Oct/17 23:58,
Bug,HIVE-15656,13035773,Place powermock in correct dependency management section root pom.xml,anishek,anishek,Minor,Resolved,Invalid,18/Jan/17 05:27,26/Jul/17 15:15,
Bug,HIVE-16208,13056042,Vectorization: ProcessingModeHashAggregate::sumBatchSize is never reset,gopalv,gopalv,Minor,Resolved,Fixed,14/Mar/17 19:03,21/Jul/17 18:45,
